Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-28,99.52,99.62,99.12,99.4,9763936.0,0.0,1.0,95.71086258630892,95.80703507684983,95.3261726241453,95.59545559765984,9763936.0
2017-12-27,99.56,99.6,98.8299,99.26,5140793.0,0.0,1.0,95.74933158252529,95.78780057874164,95.04717622908613,95.46081411090258,5140793.0
2017-12-26,98.35,99.44,98.35,99.16,4295891.0,0.0,1.0,94.58564444698033,95.63392459387619,94.58564444698033,95.36464162036165,4295891.0
2017-12-22,98.14,98.42,97.68,98.21,5478016.0,0.0,1.0,94.38368221684442,94.65296519035897,93.94128876035627,94.45100296022305,5478016.0
2017-12-21,99.32,99.33,97.98,98.06,7368128.0,0.0,1.0,95.5185176052271,95.52813485428119,94.22980623197898,94.3067442244117,7368128.0
2017-12-20,99.48,99.65,98.45,98.75,10729605.0,0.0,1.0,95.67239359009255,95.8358868240121,94.68181693752123,94.97033440914394,10729605.0
2017-12-19,99.78,99.91,98.29,98.8,12011446.0,0.0,1.0,95.96091106171528,96.08593529941845,94.5279409526558,95.0184206544144,12011446.0
2017-12-18,97.44,98.17,97.36,97.9,7964156.0,0.0,1.0,93.71047478305809,94.4125339640067,93.63353679062537,94.15286823954627,7964156.0
2017-12-15,98.04,98.49,96.91,97.11,16141258.0,0.0,1.0,94.28750972630353,94.72028593373759,93.20076058319128,93.3931055642731,16141258.0
2017-12-14,98.415,98.57,97.1,97.13,9384839.0,0.0,1.0,94.64815656583193,94.79722392617032,93.38348831521901,93.41234006238128,9384839.0
2017-12-13,96.66,97.91,96.55,97.76,7877938.0,0.0,1.0,92.96032935683903,94.16248548860034,92.85453961724403,94.01822675278899,7877938.0
2017-12-12,96.85,97.24,96.6,96.7,7810617.0,0.0,1.0,93.14305708886674,93.51812980197627,92.90262586251448,92.99879835305539,7810617.0
2017-12-11,96.44,97.27,96.29,96.93,8928919.0,0.0,1.0,92.74874987764903,93.54698154913855,92.60449114183768,93.21999508129947,8928919.0
2017-12-08,96.67,96.7,96.138,96.55,5820690.0,0.0,1.0,92.96994660589311,92.99879835305539,92.4583089562155,92.85453961724403,5820690.0
2017-12-07,97.06,97.58,96.65,96.78,7501473.0,0.51,1.0,93.34501931900265,93.84511626981535,92.95071210778494,93.07573634548811,7501473.0
2017-12-06,97.99,98.14,97.2401,97.28,7139465.0,0.0,1.0,93.74541478563448,93.888917308523,93.02799783954053,93.06616951062887,7139465.0
2017-12-05,97.0,97.94,96.92,97.83,9009407.0,0.0,1.0,92.79829813457032,93.69758061133832,92.72176345569645,93.59234542788674,9009407.0
2017-12-04,97.73,97.96,96.675,97.01,8955511.0,0.0,1.0,93.49667707929441,93.71671428105678,92.48737600164522,92.80786496942956,8955511.0
2017-12-01,97.61,97.71,96.23,97.35,8296075.0,0.0,1.0,93.38187506098359,93.47754340957593,92.0616518504093,93.13313735464351,8296075.0
2017-11-30,98.09,98.44,96.51,97.23,12853312.0,0.0,1.0,93.84108313422684,94.17592235430003,92.32952322646786,93.01833533633271,12853312.0
2017-11-29,97.22,98.26,96.88,97.56,11423531.0,0.0,1.0,93.00876850147347,94.00371932683382,92.6834961162595,93.33404088668743,11423531.0
2017-11-28,96.59,96.885,95.82,96.77,8709645.0,0.0,1.0,92.40605790534173,92.68827953368913,91.6694116211807,92.57826093280794,8709645.0
2017-11-27,96.85,97.65,96.3,96.62,8904600.0,0.0,1.0,92.6547956116818,93.42014240042054,92.12861969442393,92.43475840991943,8904600.0
2017-11-24,96.87,97.23,96.53,96.62,4496117.0,0.0,1.0,92.67392928140028,93.01833533633271,92.34865689618631,92.43475840991943,4496117.0
2017-11-22,96.65,96.8099,96.11,96.41,8915969.0,0.0,1.0,92.46345891449714,92.61643260389629,91.9468498320985,92.2338548778755,8915969.0
2017-11-21,97.74,97.92,96.32,96.52,12744697.0,0.0,1.0,93.50624391415363,93.67844694161985,92.1477533641424,92.33909006132708,12744697.0
2017-11-20,96.44,97.64,95.76,97.48,16392658.0,0.0,1.0,92.26255538245321,93.4105755655613,91.6120106120253,93.25750620781356,16392658.0
2017-11-17,99.24,100.13,96.58,97.47,23570194.0,0.0,1.0,94.94126914303874,95.79271744551058,92.39649107048248,93.24793937295432,23570194.0
2017-11-16,95.12,99.68,94.72,99.62,38027015.0,0.0,1.0,90.99973318103432,95.36220987684506,90.61705978666495,95.30480886768964,38027015.0
2017-11-15,90.34,90.85,89.65,89.83,8433438.0,0.0,1.0,86.42678611832044,86.91469469614137,85.7666745130333,85.9388775404995,8433438.0
2017-11-14,90.7,91.2,90.18,91.09,9828889.0,0.0,1.0,86.77119217325287,87.24953391621457,86.2737167605727,87.14429873276299,9828889.0
2017-11-13,91.04,91.98,90.87,90.99,8489696.0,0.0,1.0,87.09646455846683,87.99574703523483,86.93382836585985,87.04863038417065,8489696.0
2017-11-10,90.24,91.69,90.2,90.92,7646757.0,0.0,1.0,86.3311177697281,87.71830882431703,86.29285043029117,86.98166254015602,7646757.0
2017-11-09,89.94,90.57,89.35,90.3,6756423.0,0.0,1.0,86.04411272395107,86.64682332008282,85.47966946725626,86.3885187788835,6756423.0
2017-11-08,89.11,90.42,89.1,90.26,6676740.0,0.0,1.0,85.25006543063465,86.50332079719432,85.2404985957754,86.35025143944657,6676740.0
2017-11-07,88.87,89.06,88.31,88.95,5349331.0,0.0,1.0,85.02046139401304,85.20223125633848,84.48471864189592,85.09699607288691,5349331.0
2017-11-06,89.42,89.68,88.68,88.7,5255793.0,0.0,1.0,85.54663731127091,85.795375017611,84.83869153168759,84.85782520140606,5255793.0
2017-11-03,89.02,89.88,88.76,89.68,6511924.0,0.0,1.0,85.16396391690154,85.98671171479567,84.91522621056147,85.795375017611,6511924.0
2017-11-02,88.28,89.1652,87.8,88.8,5182839.0,0.0,1.0,84.45601813731822,85.30287435905763,83.99681006407499,84.9534935499984,5182839.0
2017-11-01,87.07,88.395,87.0,87.94,6176079.0,0.0,1.0,83.2984311193509,84.56603673819941,83.23146327533627,84.13074575210426,6176079.0
2017-10-31,86.86,87.46,86.6,87.31,6006933.0,0.0,1.0,83.09752758730698,83.67153767886103,82.8487898809669,83.52803515597252,6006933.0
2017-10-30,87.94,87.95,86.391,86.95,7051985.0,0.0,1.0,84.13074575210426,84.1403125869635,82.64884303240892,83.1836291010401,7051985.0
2017-10-27,88.14,88.39,87.15,88.17,6617000.0,0.0,1.0,84.32208244928894,84.5612533207698,83.37496579822478,84.35078295386666,6617000.0
2017-10-26,88.66,89.11,88.02,88.62,6484758.0,0.0,1.0,84.81955786196912,85.25006543063465,84.20728043097813,84.78129052253219,6484758.0
2017-10-25,87.85,88.6,87.43,88.49,5186064.0,0.0,1.0,84.04464423837115,84.7621568528137,83.64283717428334,84.65692166936213,5186064.0
2017-10-24,88.69,88.8,87.91,87.98,7700322.0,0.0,1.0,84.84825836654682,84.9534935499984,84.10204524752656,84.1690130915412,7700322.0
2017-10-23,87.34,88.92,87.26,88.65,10583800.0,0.0,1.0,83.55673566055023,85.06829556830921,83.48020098167636,84.80999102710989,10583800.0
2017-10-20,86.6,87.45,86.28,87.44,7617753.0,0.0,1.0,82.8487898809669,83.6619708440018,82.54265116547141,83.65240400914256,7617753.0
2017-10-19,86.15,86.66,85.7659,86.4,7028703.0,0.0,1.0,82.41828231230137,82.9061908901223,82.05082018535819,82.65745318378222,7028703.0
2017-10-18,86.15,86.3682,86.01,86.22,5472088.0,0.0,1.0,82.41828231230137,82.62703064892986,82.2843466242721,82.48525015631601,5472088.0
2017-10-17,85.5,86.3555,85.321,85.98,5851246.0,0.0,1.0,81.79643804645116,82.61488076865864,81.62519170247087,82.25564611969439,5851246.0
2017-10-16,86.58,86.62,85.02,85.74,9300326.0,0.0,1.0,82.82965621124843,82.86792355068538,81.33722997320793,82.02604208307277,9300326.0
2017-10-13,86.24,86.95,86.24,86.62,9388784.0,0.0,1.0,82.50438382603447,83.1836291010401,82.50438382603447,82.86792355068538,9388784.0
2017-10-12,85.7,86.37,85.06,86.1,12876987.0,0.0,1.0,81.98777474363584,82.62875267920452,81.37549731264487,82.3704481380052,12876987.0
2017-10-11,84.58,86.29,84.1,85.73,18546506.0,0.0,1.0,80.91628923940162,82.55221800033065,80.45708116615839,82.01647524821354,18546506.0
2017-10-10,82.68,84.88,82.61,84.13,25115253.0,0.0,1.0,79.09859061614716,81.20329428517864,79.03162277213252,80.48578167073609,25115253.0
2017-10-09,79.5,81.38,79.401,80.53,13492894.0,0.0,1.0,76.05633713091072,77.85490208444672,75.9616254658043,77.04172112141184,13492894.0
2017-10-06,78.78,79.17,78.25,79.0,6246430.0,0.0,1.0,75.36752502104588,75.740631580556,74.86048277350646,75.57799538794902,6246430.0
2017-10-05,79.17,79.81,79.08,79.41,5138671.0,0.0,1.0,75.740631580556,76.35290901154698,75.6545300668229,75.97023561717762,5138671.0
2017-10-04,79.27,79.7813,79.07,79.09,6173331.0,0.0,1.0,75.83629992914834,76.32545219550099,75.64496323196366,75.66409690168213,6173331.0
2017-10-03,78.83,79.66,78.75,79.22,7936742.0,0.0,1.0,75.41535919534205,76.20940648865847,75.33882451646816,75.78846575485217,7936742.0
2017-10-02,77.9,78.83,77.5,78.45,7709220.0,0.0,1.0,74.52564355343328,75.41535919534205,74.14297015906392,75.05181947069116,7709220.0
2017-09-29,78.85,79.0,77.98,78.14,10351215.0,0.0,1.0,75.4344928650605,75.57799538794902,74.60217823230715,74.75524759005489,10351215.0
2017-09-28,79.0,79.08,78.12,78.95,12372825.0,0.0,1.0,75.57799538794902,75.6545300668229,74.73611392033644,75.53016121365286,12372825.0
2017-09-27,79.42,79.57,78.67,79.29,6314498.0,0.0,1.0,75.97980245203685,76.12330497492536,75.2622898375943,75.85543359886681,6314498.0
2017-09-26,79.04,79.54,78.92,79.39,5835332.0,0.0,1.0,75.61626272738596,76.09460447034766,75.50146070907515,75.95110194745915,5835332.0
2017-09-25,78.92,80.1,78.86,79.15,8547788.0,0.0,1.0,75.50146070907515,76.63034722246476,75.44405969991975,75.72149791083754,8547788.0
2017-09-22,79.89,80.08,79.245,79.53,5755220.0,0.0,1.0,76.42944369042085,76.61121355274629,75.81238284200026,76.08503763548843,5755220.0
2017-09-21,80.57,80.57,79.72,80.01,6430256.0,0.0,1.0,77.07998846084877,77.07998846084877,76.26680749781387,76.54424570873167,6430256.0
2017-09-20,80.17,80.56,79.87,80.5,5317894.0,0.0,1.0,76.6973150664794,77.07042162598954,76.41031002070238,77.01302061683413,5317894.0
2017-09-19,80.18,80.46,79.7,80.05,6174254.0,0.0,1.0,76.70688190133865,76.97475327739718,76.24767382809542,76.5825130481686,6174254.0
2017-09-18,80.21,81.12,79.95,80.0,8176067.0,0.0,1.0,76.73558240591633,77.60616437810664,76.48684469957627,76.53467887387242,8176067.0
2017-09-15,79.81,80.75,79.27,80.38,13317757.0,0.0,1.0,76.35290901154698,77.25219148831498,75.83629992914834,76.89821859852331,13317757.0
2017-09-14,79.79,79.82,79.215,79.68,6939332.0,0.0,1.0,76.33377534182851,76.36247584640621,75.78368233742256,76.22854015837694,6939332.0
2017-09-13,79.61,80.68,79.59,79.86,8823746.0,0.0,1.0,76.1615723143623,77.18522364430035,76.14243864464383,76.40074318584315,8823746.0
2017-09-12,79.3,79.91,79.17,79.61,6004985.0,0.0,1.0,75.86500043372604,76.44857736013932,75.740631580556,76.1615723143623,6004985.0
2017-09-11,79.15,79.35,78.66,79.08,7000240.0,0.0,1.0,75.72149791083754,75.91283460802221,75.25272300273507,75.6545300668229,7000240.0
2017-09-08,79.74,79.875,77.73,78.88,9999593.0,0.0,1.0,76.28594116753234,76.415093438132,74.3630073608263,75.4631933696382,9999593.0
2017-09-07,80.32,80.76,80.0,80.12,6820652.0,0.0,1.0,76.84081758936792,77.26175832317422,76.53467887387242,76.64948089218323,6820652.0
2017-09-06,79.88,80.4,79.72,80.08,8426125.0,0.0,1.0,76.41987685556161,76.9173522682418,76.26680749781387,76.61121355274629,8426125.0
2017-09-05,77.95,79.89,77.9,79.8,12068490.0,0.0,1.0,74.57347772772945,76.42944369042085,74.52564355343328,76.34334217668774,12068490.0
